"Sens Factor =2.0007dB, SERNO: 7021922"
112.225	-0.0975
113.622	-0.0966
115.037	-0.0951
116.469	-0.0933
117.919	-0.0917
119.386	-0.0907
120.873	-0.0907
122.377	-0.0913
123.901	-0.0922
125.443	-0.0930
127.005	-0.0936
128.586	-0.0938
130.187	-0.0938
131.807	-0.0936
133.448	-0.0934
135.109	-0.0931
136.791	-0.0927
138.494	-0.0921
140.218	-0.0912
141.964	-0.0901
143.731	-0.0890
145.52	-0.0883
147.332	-0.0880
149.166	-0.0883
151.023	-0.0892
152.903	-0.0906
154.806	-0.0923
156.734	-0.0942
158.685	-0.0965
160.66	-0.0990
162.66	-0.1016
164.685	-0.1038
166.735	-0.1057
168.811	-0.1075
170.912	-0.1090
173.04	-0.1104
175.194	-0.1116
177.375	-0.1131
179.583	-0.1149
181.819	-0.1168
184.082	-0.1189
186.374	-0.1211
188.694	-0.1233
191.043	-0.1260
193.421	-0.1288
195.829	-0.1315
198.267	-0.1338
200.735	-0.1360
203.234	-0.1385
205.764	-0.1419
208.325	-0.1467
210.919	-0.1531
213.544	-0.1612
216.203	-0.1705
218.894	-0.1806
221.619	-0.1914
224.378	-0.2024
227.171	-0.2132
229.999	-0.2237
232.862	-0.2338
235.761	-0.2434
238.696	-0.2525
241.668	-0.2611
244.676	-0.2690
247.722	-0.2762
250.806	-0.2824
253.928	-0.2875
257.089	-0.2913
260.29	-0.2938
263.53	-0.2949
266.81	-0.2948
270.132	-0.2937
273.495	-0.2916
276.899	-0.2887
280.346	-0.2854
283.836	-0.2818
287.37	-0.2780
290.947	-0.2741
294.569	-0.2699
298.236	-0.2653
301.949	-0.2603
305.708	-0.2549
309.513	-0.2493
313.366	-0.2434
317.267	-0.2371
321.217	-0.2305
325.216	-0.2234
329.264	-0.2161
333.363	-0.2086
337.513	-0.2012
341.715	-0.1939
345.969	-0.1869
350.276	-0.1801
354.636	-0.1732
359.051	-0.1661
363.521	-0.1585
368.046	-0.1504
372.628	-0.1418
377.266	-0.1329
381.963	-0.1242
386.718	-0.1162
391.532	-0.1094
396.406	-0.1035
401.341	-0.0979
406.337	-0.0926
411.395	-0.0874
416.517	-0.0830
421.702	-0.0797
426.951	-0.0775
432.266	-0.0764
437.648	-0.0763
443.096	-0.0769
448.612	-0.0781
454.196	-0.0796
459.851	-0.0815
465.575	-0.0837
471.371	-0.0859
477.239	-0.0882
483.18	-0.0906
489.195	-0.0931
495.285	-0.0959
501.45	-0.0991
507.693	-0.1027
514.013	-0.1069
520.412	-0.1115
526.89	-0.1167
533.449	-0.1222
540.09	-0.1279
546.814	-0.1336
553.621	-0.1390
560.513	-0.1439
567.49	-0.1482
574.555	-0.1517
581.707	-0.1544
